Literature Source,Kingdom,Subkingdom,Division,Class,Subclass,Order,Family,Genus,Species,Life_form,Latitude,Longitude,MAT(degC),MAP(mm),Altitude,Site1,Country,Continent,ClimRegion,Tissue,SLA,LMA,Nitrogen,Phosphorus,Calcium,Magnesium,Carbon,Tannins_cond,Tannins_wat,Lignin,Cellulose_percent,Hemicellulose_percent,Fiber_content_percent
228,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,T,-18,NA,18.1,NA,NA,NA,Zimbabwe,Af,TR,leaf,NA,NA,34.8,1.5,26.5,NA,NA,NA,NA,NA,NA,NA,NA
429,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,T,NA,NA,NA,NA,NA,NA,NA,NA,TR,leaf,NA,NA,29.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Leucaena,Leucaena leucocephala,T,19.5,-155.5,12,NA,NA,Hawaii,USA,NAm,TR,leaf,211.46,47.3,39.5,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Leucena,Leucaena leucocephala,T,NA,NA,NA,NA,NA,NA,Cameroon,Af,TR,leaf,NA,NA,29.2,1.7,14.2,NA,NA,NA,NA,NA,NA,NA,NA
238,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Asteridae,Asterales,Asteraceae,Liabum,Liabum caducifolium,L,NA,NA,NA,NA,NA,NA,Mexico,NAm,TR,leaf,332,30.1,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Librevillea,Librevillea klainei,T,NA,NA,26.5,2731,NA,NA,Cameroon,Af,TR,leaf,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania (hispidula???),T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,11.5,0.51,7.2,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania alba,T,5.33,-52.83,25.8,2900,NA,Paracou,French Guiana,SAm,TR,leaf,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania alba,T,5.3,-53.5,25.8,3000,NA,St-Elie(DVD),French Guiana,SAm,TR,leaf,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania alba,T,5.3,-53.5,25.8,3000,NA,St-Elie(SLD),French Guiana,SAm,TR,leaf,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania arborea,T,NA,NA,23.8,2220,NA,NA,Costa Rica,NAm,TR,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,Plantae,NA,NA,NA,NA,Malpighiales,Chrysobalanaceae,Licania,Licania arborea,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,61.93,161.5,14.3,0.87,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania glabriflora,T,5.3,-53.5,25.8,3000,NA,St-Elie(SLD),French Guiana,SAm,TR,leaf,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania granvillei,T,5.3,-53.5,25.8,3000,NA,St-Elie(SLD),French Guiana,SAm,TR,leaf,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania heteromorpha,T,1.93,-67.05,26,3560,1200,VZ,Venezuela,SAm,TR,leaf,67.3,148.6,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania heteromorpha,T,NA,NA,26,3171,NA,NA,Venezuela,SAm,TR,leaf,67.61,147.9,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBR_unpbl,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania heteromorpha,T,NA,NA,26,3171,NA,SanCarlosTFsoil,Venezuela,SAm,TR,leaf,111.37,89.8,11,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBR_unpbl,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania heteromorpha,T,NA,NA,26,3171,NA,SanCarlosTFsoil,Venezuela,SAm,TR,leaf,138.22,72.3,10.7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBR_unpbl,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania heteromorpha,T,NA,NA,26,3171,NA,SanCarlosTFsoil,Venezuela,SAm,TR,leaf,102.46,97.6,11.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBR_unpbl,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania heteromorpha,T,NA,NA,26,3171,NA,SanCarlosTFsoil,Venezuela,SAm,TR,leaf,99.53,100.5,12.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBR_unpbl,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania heteromorpha,T,NA,NA,26,3171,NA,SanCarlosTFsoil,Venezuela,SAm,TR,leaf,108.76,91.9,13,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBR_unpbl,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania heteromorpha,T,NA,NA,26,3171,NA,SanCarlosTFsoil,Venezuela,SAm,TR,leaf,110.73,90.3,12.6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBR_unpbl,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania heteromorpha,T,NA,NA,26,3171,NA,SanCarlosTFsoil,Venezuela,SAm,TR,leaf,71.02,140.8,13,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
PBR_unpbl,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania heteromorpha,T,NA,NA,26,3171,NA,SanCarlosTFsoil,Venezuela,SAm,TR,leaf,73.19,136.6,13.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania kunthiana,T,3.33,NA,NA,NA,NA,NA,Brazil,SAm,TR,leaf,NA,NA,21.3,0.97,4.2,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania kunthiana,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania kunthiana,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,21,1.62,1.4,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania lata,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania latifolia,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,17.6,0.46,4.6,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania macrophylla,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania macrophylla,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,NA,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania membranacea,T,5.33,-52.83,25.8,2900,NA,Paracou,French Guiana,SAm,TR,leaf,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania membranacea,T,5.3,-53.5,25.8,3000,NA,St-Elie(DVD),French Guiana,SAm,TR,leaf,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania membranacea,T,5.3,-53.5,25.8,3000,NA,St-Elie(SLD),French Guiana,SAm,TR,leaf,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania micrantha,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,16.1,0.53,14.8,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania ovalifolia,T,5.33,-52.83,25.8,2900,NA,Paracou,French Guiana,SAm,TR,leaf,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania sp.,T,5.33,-52.83,25.8,2900,NA,Paracou,French Guiana,SAm,TR,leaf,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Rosales,Chrysobalanaceae,Licania,Licania sp.,T,5.33,-52.83,25.8,2900,NA,Paracou,French Guiana,SAm,TR,leaf,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Laurales,Lauraceae,Licaria,Licaria sp.,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,15.5,0.63,3,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Laurales,Lauraceae,Licaria,Licaria sp.,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,NA,0.6,6.7,NA,NA,NA,NA,NA,NA,NA,NA
776,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Laurales,Lauraceae,Licaria,Licaria triandra,T,-51.78,-62.92,25.3,1520,500,tropical moist forest of La Chonta,Bolivia,SAm,TR,leaf,144,69.4,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Asteridae,Scrophulariales,Oleaceae,Ligustrum,Ligustrum lucidum,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
328,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Violales,Achariaceae,Lindackeria,Lindackeria paludosa,T,3.33,NA,NA,NA,NA,NA,Brazil,SAm,TR,leaf,NA,NA,20.2,1.3,6.2,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Violales,Achariaceae,Lindackeria,Lindackeria paludosa,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Violales,Achariaceae,Lindackeria,Lindackeria paludosa,T,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,18.3,0.85,8.8,NA,NA,NA,NA,NA,NA,NA,NA
790,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Laurales,Lauraceae,Lindera,Lindera glauca T,T,29.87,121.65,16.2,1374.7,NA,NA,China,Asi,TR,leaf,342,29.2,26.4,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Laurales,Lauraceae,Lindera,Lindera reflexa,T,29.87,121.65,16.2,1374.7,NA,NA,China,Asi,TR,leaf,163,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Laurales,Lauraceae,Lindera,Lindera umbellata,T,40.63,140.85,4.8,1379,800,NA,Japan,Asi,TE,leaf,194.55,51.4,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Laurales,Lauraceae,Lindera,Lindera umbellata,T,40.63,140.85,4.8,1379,800,NA,Japan,Asi,TE,leaf,473.93,21.1,31.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,22,109,22.12,NA,NA,South Guangxi,China,Asi,TR,leaf,NA,NA,NA,1.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,25.6,110.67,18.36,NA,NA,"Xing'an, Guangxi",China,Asi,NA,leaf,NA,NA,26.6,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,24.78,110.48,19.36,NA,NA,"Yangshuo, Guangxi",China,Asi,TR,leaf,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,28,107.4,14.49,NA,NA,North Guizhou,China,Asi,TR,leaf,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,27.7,106.88,15.26,NA,NA,"Zunyi, Guizhou",China,Asi,TR,leaf,NA,NA,NA,0.99,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,27.7,106.88,15.26,NA,NA,"Zunyi, Guizhou",China,Asi,TR,leaf,NA,NA,NA,3.61,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,27.7,106.88,15.26,NA,NA,"Zunyi, Guizhou",China,Asi,TR,leaf,NA,NA,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,27.7,106.88,15.26,NA,NA,"Zunyi, Guizhou",China,Asi,TR,leaf,NA,NA,NA,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,27.7,106.88,15.26,NA,NA,"Zunyi, Guizhou",China,Asi,TR,leaf,NA,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,27.7,106.88,15.26,NA,NA,"Zunyi, Guizhou",China,Asi,TR,leaf,NA,NA,NA,0.55,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,27.7,106.88,15.26,NA,NA,"Zunyi, Guizhou",China,Asi,TR,leaf,NA,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,28,107.4,14.49,NA,NA,North Guizhou,China,Asi,TR,leaf,NA,NA,NA,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,29.87,121.65,16.2,1374.7,NA,NA,China,Asi,TR,leaf,NA,NA,18.4,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,NA,NA,NA,NA,NA,NA,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,22.57,112.83,22.6,1700,NA,NA,China,Asi,Sub-TR,leaf,114.68,87.2,21.2,1.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,29.87,121.65,16.2,1374.7,200,NA,China,Asi,Sub-TR,leaf,NA,NA,18.5,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar formosana,T,22.82,113.23,21.9,1626.8,NA,NA,China,Asi,TR,leaf,NA,NA,7.3,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,NA,NA,NA,NA,NA,Mississippi,USA,NAm,TE,leaf,NA,NA,15.8,1.75,11,NA,NA,NA,NA,NA,NA,NA,NA
24,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,NA,NA,NA,NA,NA,Mississippi,USA,NAm,TE,leaf,NA,NA,15.5,1.74,11.6,NA,NA,NA,NA,NA,NA,NA,NA
24,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,NA,NA,NA,NA,NA,Mississippi,USA,NAm,TE,leaf,NA,NA,18.6,1.79,8.2,NA,NA,NA,NA,NA,NA,NA,NA
24,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,NA,NA,NA,NA,NA,Mississippi,USA,NAm,TE,leaf,NA,NA,14.2,1.73,12.3,NA,NA,NA,NA,NA,NA,NA,NA
24,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,NA,NA,NA,NA,NA,Mississippi,USA,NAm,TE,leaf,NA,NA,14.1,1.71,13.3,NA,NA,NA,NA,NA,NA,NA,NA
351,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,32.67,NA,18,NA,NA,SC,USA,NAm,TR,leaf,NA,NA,12,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,32.67,NA,18,NA,NA,SC,USA,NAm,TR,leaf,NA,NA,14.9,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,32.67,NA,18,NA,NA,SC,USA,NAm,TR,leaf,NA,NA,15.3,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,33.95,NA,16.5,NA,NA,GA,USA,NAm,TE,leaf,63.4,157.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,35.97,-79.09,14,1204,200,NC,USA,NAm,TE,leaf,317.9,31.5,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,35.97,-79.09,14,1204,200,NC,USA,NAm,TE,leaf,322,31.1,17.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,35.97,-79.09,14,1204,200,NC,USA,NAm,TE,leaf,383.8,26.1,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,35,-80,15.2,NA,NA,NA,NA,NA,NA,leaf,140,71.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,NA,NA,15.9,1206,NA,NA,USA,NAm,TE,leaf,141.25,70.8,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,NA,NA,15.8,1837,NA,NA,Mexico,NAm,TR,leaf,208.93,47.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lukasiewicz(unpbl.),Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,93.08,107.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,35.97,-79.09,15.5,1440,163,"Duke Forest,FACE",USA,NAm,TE,leaf,181.5,55.1,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,35.97,-79.09,15.5,1440,163,"Duke Forest,FACE",USA,NAm,TE,leaf,184.16,54.3,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,35.97,-79.09,15.5,1440,163,"Duke Forest,FACE",USA,NAm,TE,leaf,113.12,88.4,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,35.97,-79.09,15.5,1440,163,"Duke Forest,FACE",USA,NAm,TE,leaf,147.71,67.7,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,35.97,-79.09,15.5,1440,163,"Duke Forest,FACE",USA,NAm,TE,leaf,166.94,59.9,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,35.97,-79.09,15.5,1440,163,"Duke Forest,FACE",USA,NAm,TE,leaf,151.06,66.2,13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,35.97,-79.09,15.5,1440,163,"Duke Forest,FACE",USA,NAm,TE,leaf,250.62,39.9,17.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Hamamelidae,Hamamelidales,Hamamelidaceae,Liquidambar,Liquidambar styraciflua,T,35.97,-79.09,15.5,1440,163,"Duke Forest,FACE",USA,NAm,TE,leaf,233.64,42.8,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
