Literature Source,Kingdom,Subkingdom,Division,Class,Subclass,Order,Family,Genus,Species,Life_form,Latitude,Longitude,MAT(degC),MAP(mm),Altitude,Site1,Country,Continent,ClimRegion,Tissue,SLA,LMA,Nitrogen,Phosphorus,Calcium,Magnesium,Carbon,Tannins_cond,Tannins_wat,Lignin,Cellulose_percent,Hemicellulose_percent,Fiber_content_percent
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Abarema,Abarema curvicarpa,T,5.3,-53.5,25.8,3000,NA,St-Elie(DVD),French Guiana,SAm,TR,leaf,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Abarema,Abarema jupunba,T,4,-53,25,3000,NA,NA,French Guiana,SAm,TR,leaf,NA,NA,21.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Abarema,Abarema jupunba,T,5.33,-52.83,25.8,2900,NA,Paracou,French Guiana,SAm,TR,leaf,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Abarema,Abarema jupunba,T,5.3,-53.5,25.8,3000,NA,St-Elie(DVD),French Guiana,SAm,TR,leaf,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Abarema,Abarema jupunba,T,5.3,-53.5,25.8,3000,NA,St-Elie(SLD),French Guiana,SAm,TR,leaf,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimo,Abarema,Abarema jupunba,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimosaceae,Abarema,Abarema jupunba var. jupunba,T,-1.75,-47.08,25.9,2836.7,48,NA,Brazil,SAm,TR,leaf,NA,NA,21.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimosaceae,Abarema,Abarema jupunba var. jupunba,T,-1.75,-47.08,25.9,2836.7,48,NA,Brazil,SAm,TR,leaf,NA,NA,21.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimosaceae,Abarema,Abarema jupunba var. jupunba,T,-1.75,-47.08,25.9,2836.7,48,NA,Brazil,SAm,TR,leaf,NA,NA,29.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimosaceae,Abarema,Abarema jupunba var. jupunba,T,-1.75,-47.08,25.9,2836.7,48,NA,Brazil,SAm,TR,leaf,NA,NA,29.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimosaceae,Abarema,Abarema macradenia,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Abarema,Abarema mataybifolia,T,4,-53,25,3000,NA,NA,French Guiana,SAm,TR,leaf,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Violales,Flacourtiaceae,Abatia,Abatia parviflora,T,9.59,-83.74,10.9,2812,2950,NA,Costa Rica,SAm,TR,leaf,76.6,130.5,27.1,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Dilleniidae,Violales,Flacourtiaceae,Abatia,Abatia parviflora,T,9.59,-83.74,10.9,2812,2950,NA,Costa Rica,SAm,TR,leaf,74.29,134.6,21.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Fabo,Abrus,Abrus canescens,L,-0.17,11.35,23.5,1668.6,583,Lope-Okanda Reserve,Gabon,Af,TR,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Ranunculales,Menispermaceae,Abuta,Abuta cf. grandifolia,L,-8.75,-63.38,25.5,2300,75,NA,Brazil,SAm,TR,leaf,NA,NA,19,0.59,4.8,NA,NA,NA,NA,NA,NA,NA,NA
779,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Ranunculales,Menispermaceae,Abuta,Abuta panamensis,L,9.28,-79.97,26,3100,140,Parque Nacional San Lorenzo,Panama,SAm,TR,leaf,142.3,70.3,27.7,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Magnoliidae,Ranunculales,Menispermaceae,Abuta,Abuta rufescens,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia aroma,T,NA,NA,NA,NA,NA,NA,Argentina,SAm,NA,leaf,149.2,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimo,Acacia,Acacia aroma,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia auriculiformis,T,NA,NA,NA,NA,NA,NA,India,Asi,TR,leaf,NA,NA,19.7,0.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA
240,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia auriculiformis,T,NA,NA,NA,NA,NA,NA,India,Asi,TR,leaf,NA,NA,10.9,0.9,5.7,NA,NA,NA,NA,NA,NA,NA,NA
251,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia auriculiformis,T,NA,NA,NA,NA,NA,NA,Cameroon,Af,TR,leaf,NA,NA,27,1.4,9.4,NA,NA,NA,NA,NA,NA,NA,NA
429,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia auriculiformis,T,NA,NA,NA,NA,NA,NA,NA,NA,TR,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
659,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia auriculiformis,T,-12.7,131,27.8,1710,31,Swamp,Australia,Aus,TR,leaf,95.2,105,24.8,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia auriculiformis,T,NA,NA,27.3,1575,NA,NA,Australia,Aus,TR,leaf,95.5,104.7,24.8,1.199,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia auriculiformis,T,-12.7,131,27.8,1710,31,Swamp,Australia,Aus,TR,leaf,78,128.2,20.2,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia binervata,T,NA,NA,NA,NA,NA,NA,NA,Aus,NA,leaf,78.9,126.7,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia brachybotrya,T,NA,NA,NA,NA,NA,NA,NA,Aus,NA,leaf,55.6,179.9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
630,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia caven,T,NA,NA,NA,NA,NA,NA,Argentina,SAm,NA,leaf,120.4,83.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimo,Acacia,Acacia caven,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimo,Acacia,Acacia cochliacantha,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia colletioides T,T,-32.98,146.15,18.2,NA,NA,NA,Australia,Aus,NA,leaf,29,344.8,20.7,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimo,Acacia,Acacia collinsii,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia crassicarpa,T,22.57,112.83,22.6,1700,NA,NA,China,Asi,Sub-TR,leaf,86.96,115,21.8,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia doratoxylon T,T,-32.97,146.15,18.2,NA,NA,NA,Australia,Aus,NA,leaf,45,222.2,21.2,0.82,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia floribunda,T,-33.58,151.29,17.5,NA,NA,NA,Australia,Aus,NA,leaf,101,99,21.6,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia floribunda,T,NA,NA,17.5,1148,NA,NA,Australia,Aus,TRSAV,leaf,79.43,125.9,23.1,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimo,Acacia,Acacia gourmaensis,T,12.73,-1.17,NA,897,NA,NA,Burkina Faso,Af,"Steppe,Prery,Savanna",leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia havilandiorum,T,-32.98,146.15,18.2,NA,NA,NA,Australia,Aus,NA,leaf,27,370.4,17.4,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimo,Acacia,Acacia hindsii,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia holosericea,T,NA,NA,27.1,720,NA,NA,Australia,Aus,TRSAV,leaf,35.48,281.8,19.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia karroo,T,-32.42,26.58,17.4,1250,50,Mapelane,South Africa,Af,"Steppe,Prery,Savanna",leaf,100,100,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia karroo,T,NA,NA,19,989,NA,NA,SAfrica,Af,NA,leaf,100,100,40.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia koa,T,NA,NA,NA,NA,NA,NA,NA,NA,TR,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia koa,T,19.5,-155.5,17,NA,NA,Hawaii,USA,NAm,TR,leaf,87.9,113.8,26.6,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia luederitzii,T,NA,NA,NA,NA,NA,NA,Botswana,Af,TR,leaf,NA,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimo,Acacia,Acacia macracantha,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia mangium,T,NA,NA,NA,NA,NA,NA,Cameroon,Af,TR,leaf,NA,NA,20,1.1,10.7,NA,NA,NA,NA,NA,NA,NA,NA
429,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia mangium,T,NA,NA,NA,NA,NA,NA,NA,NA,TR,leaf,NA,NA,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimo,Acacia,Acacia mayana,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia mearnsii,T,-30.12,-51.96,24,1400,40,NA,Brazil,SAm,TR,leaf,NA,NA,23.6,1,6.8,NA,NA,NA,NA,NA,NA,NA,NA
667,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia melanoxylon,T,-37.8,145,14.8,660,35,"Royal Botanic Gardens, Melbourne, Australia",Australia,Aus,TE,leaf,85.5,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia mimula,T,NA,NA,27.5,1370,NA,NA,Australia,Aus,TR,leaf,53.7,186.2,23.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia nigrescens,T,-24.78,NA,NA,NA,NA,NA,South Africa,Af,"Steppe,Prery,Savanna",leaf,NA,NA,36.7,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia nigrescens,T,-24.78,NA,NA,NA,NA,NA,South Africa,Af,"Steppe,Prery,Savanna",leaf,NA,NA,30.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia nigrescens,T,NA,NA,18.9,623,NA,NA,Zimbabwe,Af,TRSAV,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia oswaldii T,T,-32.97,146.15,18.2,NA,NA,NA,Australia,Aus,NA,leaf,31,322.6,18.6,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimo,Acacia,Acacia polyphylla,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia rigens,T,NA,NA,NA,NA,NA,NA,NA,Aus,NA,leaf,24.8,403.2,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia robusta,T,-32.33,26.17,17.4,1250,50,Dukuduku,South Africa,Af,"Steppe,Prery,Savanna",leaf,73.2,136.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia robusta,T,NA,NA,19,1250,NA,NA,SAfrica,Af,NA,leaf,72.44,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimo,Acacia,Acacia senegal,T,15.34,-1.47,NA,280,NA,NA,Mali,Af,"Steppe,Prery,Savanna",leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia stricta,T,NA,NA,NA,NA,NA,NA,NA,Aus,NA,leaf,73.1,136.8,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia suaveolens,T,-33.58,151.29,17.5,NA,NA,NA,Australia,Aus,NA,leaf,51,196.1,20.6,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia suaveolens,T,NA,NA,17.5,1148,NA,NA,Australia,Aus,TRSAV,leaf,45.71,218.8,19.1,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia tortilis,T,NA,NA,NA,NA,NA,NA,Botswana,Af,TR,leaf,NA,NA,26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia tortilis,T,-24.78,NA,NA,NA,NA,NA,South Africa,Af,"Steppe,Prery,Savanna",leaf,NA,NA,30.6,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
334,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia tortilis,T,-24.78,NA,NA,NA,NA,NA,South Africa,Af,"Steppe,Prery,Savanna",leaf,NA,NA,29.7,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia tortilis,T,-6.38,36.63,22.5,700,1000,NA,Tanzania,Af,"Steppe,Prery,Savanna",leaf,NA,NA,31.6,0.181,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae,Acacia,Acacia tortilis,T,-6.38,36.63,22.5,700,1000,NA,Tanzania,Af,"Steppe,Prery,Savanna",leaf,NA,NA,31.2,1.96,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimo,Acacia,Acacia tucumanensis,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Fabales,Fabaceae/Mimo,Acacia,Acacia visco,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Euphorbiales,Euphorbiaceae,Acalypha,Acalypha caturus,T,-1.42,120.33,19,2500,NA,NA,Indonesia,Asi,TR,leaf,132,75.8,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
698,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Euphorbiales,Euphorbiaceae,Acalypha,Acalypha caturus,T,-1.42,120.33,19,2500,1100,NA,Indonesia,Asi,TR,leaf,132,75.8,23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Euphorbiales,Euphorbiaceae,Acalypha,Acalypha cf. caturus,T,-1.42,120.33,19,2500,NA,NA,Indonesia,Asi,TR,leaf,131,76.3,25.1,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA
630,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Euphorbiales,Euphorbiaceae,Acalypha,Acalypha communis,T,NA,NA,NA,NA,NA,NA,Argentina,SAm,NA,leaf,65.7,152.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Apiales,Araliaceae,Acanthopanax,Acanthopanax sciadophylloides,T,35.3,135.72,10,2495,640,NA,Japan,Asi,TE,leaf,NA,NA,24.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Santalales,Santalaceae,Acanthosyris,Acanthosyris falcata,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Santalales,Santalaceae,Acanthosyris,Acanthosyris glabrata,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Myrtales,Myrtaceae,Acca,Acca sellowiana,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer campestre,T,NA,NA,NA,NA,NA,NA,UK,E,TE,leaf,NA,NA,19.4,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer campestre,T,NA,NA,NA,NA,NA,NA,Slovakia,E,TE,leaf,NA,NA,12.8,NA,23.87,NA,NA,NA,NA,NA,NA,NA,NA
167,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer campestre,T,NA,NA,NA,NA,NA,Forest-steppe,Russia,E,TE,leaf,NA,NA,17.8,1.658,26.301,NA,NA,NA,NA,NA,NA,NA,NA
246,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer campestre,T,NA,NA,NA,NA,NA,NA,Hungary,E,TE,leaf,NA,NA,12.1,1.31,11.13,NA,NA,NA,NA,NA,NA,NA,NA
432,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer campestre,T,50.78,NA,10.2,NA,NA,NA,Belgium,E,TE,leaf,NA,NA,24,1.8,18,NA,NA,NA,NA,NA,NA,NA,NA
NA,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer campestre,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer campestre,T,NA,NA,7.2,652,NA,NA,Germany,E,TE,leaf,104.71,95.5,19.4,1.901,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lukasiewicz(unpbl.),Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer campestre,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,121.9,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ellenberg,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer campestre,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer ginnala T,T,46,119.2,-0.4,NA,NA,"Xilin River basin,Inner Mongolia",China,Asi,TE,leaf,NA,NA,23.3,2.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer lucidum,T,28,107.4,14.49,NA,NA,North Guizhou,China,Asi,TR,leaf,NA,NA,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer mandshuricum,T,NA,NA,NA,NA,NA,NA,NA,NA,NA,leaf,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,Plantae,Tracheobionta,Magnoliophyta,Magnoliopsida,Rosidae,Sapindales,Aceraceae,Acer,Acer mono,T,NA,NA,6.8,1216,NA,NA,Japan,Asi,TE,leaf,177.83,56.2,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
